id,name,subject,subject_abbreviation,total_students,avg_gpa
2234,Prophets of the Bible,HEBREW,HEBR ST,694,3.410581222
2235,Prophets of the Bible,Jewish Studies,JEWISH,694,3.410581222
2236,Prophets of the Bible,Literature in Translation,LITTRANS,694,3.410581222
2237,Prophets of the Bible,Religious Studies,RELIG ST,694,3.410581222
2238,Prosem: Topics in Poli Sci,Political Science,POLI SCI,893,3.685206422
2239,Proseminar,Comparative Literature,COMP LIT,1438,3.778723404
2240,Proseminar,Curriculum and Instruction,CURRIC,1438,3.778723404
2241,Proseminar,Dairy Science,DY SCI,1438,3.778723404
2242,Proseminar,Social Work,SOC WORK,1438,3.778723404
2243,Protein&Enzyme Struct&Funct,Biochemistry,BIOCHEM,695,3.234442836
2244,Psych Effects of the Internet,Psychology,PSYCH,247,3.735772358
2245,Psych of Human Emotions,Psychology,PSYCH,343,3.053097345
2246,Psychology of Perception,Psychology,PSYCH,628,2.811093248
2247,Psychology of Personality,Psychology,PSYCH,1790,3.087605634
2248,Psychology of Women,Gender and Women’s Studies,GEN&WS,528,3.24609375
2249,Psychology of Women,Psychology,PSYCH,528,3.24609375
2250,Pub Info Campaigns & Progms,FAMILY AND CONSUMER COMMUNICATIONS,FAM COM,364,3.679166667
2251,Pub Info Campaigns & Progms,Journalism and Mass Communication,JOURN,364,3.679166667
2252,Pub Info Campaigns & Progms,Life Sciences Communication,LSC,364,3.679166667
2253,Publ Hlth:Local-Globl Perspect,Population Health Sciences,POP HLTH,1516,3.534722222
2254,Public Hlth-Rural & Urban Comm,Community and Environmental Sociology,C&E SOC,155,3.472972973
2255,Public Hlth-Rural & Urban Comm,Sociology,SOC,155,3.472972973
2256,Public Opinion,Political Science,POLI SCI,188,3.331491713
2257,Public Speaking,Communication Arts,COM ARTS,1531,3.33146438
2258,Public Utilities,Economics,ECON,299,3.44982699
2259,Public Utilities,TRANSPORTATION AND PUBLIC UTILITIES,TRAN P U,299,3.44982699
2260,Quant Mthds-Ag & Appl Econ,Agricultural and Applied Economics,A A E,126,3.034188034
2261,Quant Mthds-Ag & Appl Econ,Economics,ECON,126,3.034188034
2262,Quant Reasoning&Prob Solvng,Mathematics,MATH,2026,2.98735119
2263,Quant Technqs-Biological Systm,Biological Systems Engineering,BSE,297,2.743243243
2264,Quantitative Meth-Geog Anal,Geography,GEOG,446,2.943946188
2265,Quantitatve Rsch-Communictn,Communication Arts,COM ARTS,796,3.273013871
2266,Quantum Mechanics,Physics,PHYSICS,762,3.595716198
2267,Race & Ethnicity-In&Beyond US,Comparative Literature,COMP LIT,1026,3.216256158
2268,"Race, Ethnicity, and Media",Chicana/o and Latina/o Studies,CHICLA,505,3.227634195
2269,"Race, Ethnicity, and Media",Communication Arts,COM ARTS,505,3.227634195
2270,Race&Gendr-Post-WW II  US Soc,Afro-American Studies,AFROAMER,469,3.319599109
2271,Race&Gendr-Post-WW II  US Soc,Gender and Women’s Studies,GEN&WS,469,3.319599109
2272,Racial Ethnic Families in U.S.,Human Development and Family Studies,HDFS,916,3.656113537
2273,Racial&Socioecon Persp-1st Yr,Counseling Psychology,COUN PSY,172,3.671511628
2274,"Radio,TV&Film as Mass Media",Communication Arts,COM ARTS,2957,3.206902414
2275,Readings in Norwegian Lit,Scandinavian Studies,SCAND ST,47,3.554347826
2276,Real Estate Finance,Real Estate and Urban Land Economics,REAL EST,1345,3.325791855
2277,Real Estate Law,Real Estate and Urban Land Economics,REAL EST,1278,3.332675612
2278,Reason in Communication,Philosophy,PHILOS,3271,3.15135635
2279,Regressn&Time Series-Actuaries,Actuarial Science,ACT SCI,613,3.305737705
2280,Relig Thought in Modern Europe,History,HISTORY,114,3.183035714
2281,Relig Thought in Modern Europe,Religious Studies,RELIG ST,114,3.183035714
2282,Religion in Global Perspective,Religious Studies,RELIG ST,1028,3.520689655
2283,Religion-Ancient Mediterranean,Classics,CLASSICS,368,3.480446927
2284,Religion-Ancient Mediterranean,History,HISTORY,368,3.480446927
2285,Religion-Ancient Mediterranean,Religious Studies,RELIG ST,368,3.480446927
2286,Religion-Critical Perspective,Religious Studies,RELIG ST,312,3.532894737
2287,Religion-Hist&Cult:The West,Religious Studies,RELIG ST,309,2.966329966
2288,Religion-Hist&Culture: East,East Asian Languages and Literature,E ASIAN,840,3.352478839
2289,Religion-Hist&Culture: East,Languages and Cultures of Asia,LCA,840,3.352478839
2290,Religion-Hist&Culture: East,Religious Studies,RELIG ST,840,3.352478839
2291,Renaissance to Modern Art,Art History,ART HIST,2937,3.365469208
2292,Renewable Energy Systems,Biological Systems Engineering,BSE,1485,3.334139599
2293,Renewable Energy Systems,Environmental Studies - Gaylord Nelson Institute,ENVIR ST,1485,3.334139599
2294,Research in Kinesiology,Kinesiology,KINES,911,3.596703297
2295,Research Methods,Communication Sciences and Disorders,CS&D,1261,3.174224344
2296,Research Methods,Interdisciplinary Courses (SOHE),INTER-HE,1261,3.174224344
2297,Research Methods,Psychology,PSYCH,1261,3.174224344
2298,Residentl Property Devlpmnt,Real Estate and Urban Land Economics,REAL EST,919,3.689542484
2299,Resources and People,Environmental Studies - Gaylord Nelson Institute,ENVIR ST,1522,3.203052422
2300,Resources and People,Geography,GEOG,1522,3.203052422
2301,Retail Financial Analysis,Consumer Science,CNSR SCI,619,3.413821138
2302,Retail Leadership Symposium,Consumer Science,CNSR SCI,1580,3.796190476
2303,Retail Management,Marketing,MARKETNG,1052,3.000968054
2304,Retailing Theory & Practice,Consumer Science,CNSR SCI,775,3.7125323
2305,"Rev&Natlism-Ireland,1780-On",History,HISTORY,221,3.25462963
2306,Rheology of Foods&Biomaterials,Biological Systems Engineering,BSE,69,2.686567164
2307,Rheology of Foods&Biomaterials,Food Science,FOOD SCI,69,2.686567164
2308,Rheology of Foods&Biomaterials,Mechanical Engineering,M E,69,2.686567164
2309,Rhetoric and Technology,Communication Arts,COM ARTS,484,3.240625
2310,"Rhetoric, Politics, Culture",Communication Arts,COM ARTS,401,3.22519084
2311,Rome:Changing Shape of City,Classics,CLASSICS,162,3.309375
2312,Rome:Changing Shape of City,Italian (French and Italian),ITALIAN,162,3.309375
2313,Rsch Meth in Hum Devel&Fam St,Human Development and Family Studies,HDFS,808,3.580323786
2314,Rsrch Mthd: Commun Indstry,Life Sciences Communication,LSC,505,3.478174603
2315,Running (Aerobic Fitness),PHYSICAL EDUC ACTIVITY PROGM,PE ACTIV,538,3.674840085
2316,Russia: An Interdis Survey,Geography,GEOG,434,3.35952381
2317,Russia: An Interdis Survey,History,HISTORY,434,3.35952381
2318,Russia: An Interdis Survey,Political Science,POLI SCI,434,3.35952381
2319,Russia: An Interdis Survey,Slavic (Slavic Languages),SLAVIC,434,3.35952381
2320,Russian and Soviet Film,Communication Arts,COM ARTS,129,3.184
2321,Russian Life&Cult (to 1917),Literature in Translation,LITTRANS,305,3.527210884
2322,Russian Politics,Political Science,POLI SCI,356,3.165242165
2323,Samurai: History and Image,East Asian Area Studies,E A STDS,162,3.26433121
2324,Samurai: History and Image,History,HISTORY,162,3.26433121
2325,Satellite Dynamics,Engineering Mechanics and Astronautics,E M A,269,2.647940075
2326,Scand Lit in Tran-20th C,Literature in Translation,LITTRANS,823,3.33065513
2327,Scand LitTran:Mid Ages-1900,Literature in Translation,LITTRANS,922,3.378555799
2328,School and Society,Educational Policy Studies,ED POL,2037,3.737413623
2329,Sci Behind News-Wrld Around Us,Geoscience,GEOSCI,1426,2.91226138
2330,Sci in 20th C:Hist Overview,History of Science,HIST SCI,720,3.243607955
2331,Sci Revol:Copernicus-Newton,History,HISTORY,252,3.574889868
2332,Sci Revol:Copernicus-Newton,History of Science,HIST SCI,252,3.574889868
2333,Sci&Technology Newswriting,Life Sciences Communication,LSC,428,3.437793427
2334,Science & Envir Journalism,Journalism and Mass Communication,JOURN,134,3.561068702
2335,Science and Storytelling,Life Sciences Communication,LSC,670,3.556886228
2336,Science Fiction and Fantasy,English,ENGL,227,3.319196429
2337,Science in America,History,HISTORY,44,3.162790698
2338,Science in America,History of Science,HIST SCI,44,3.162790698
2339,Science in America,Medical History and Bioethics,MED HIST,44,3.162790698
2340,Science of Food,Food Science,FOOD SCI,2236,3.096640589
2341,"Science, Media and Society",Life Sciences Communication,LSC,553,3.210526316
2342,SE Asia:Vietnam to Philipns,Geography,GEOG,886,3.33
2343,SE Asia:Vietnam to Philipns,History,HISTORY,886,3.33
2344,SE Asia:Vietnam to Philipns,Languages and Cultures of Asia,LCA,886,3.33
2345,SE Asia:Vietnam to Philipns,Political Science,POLI SCI,886,3.33
2346,SE Asia:Vietnam to Philipns,Sociology,SOC,886,3.33
2347,SE Asian Refugees of Cold War,Asian American Studies,ASIAN AM,716,3.56871345
2348,SE Asian Refugees of Cold War,History,HISTORY,716,3.56871345
2349,SE Asian Refugees of Cold War,Languages and Cultures of Asia,LCA,716,3.56871345
2350,Second Semester Arabic,African Languages and Literature,AFRICAN,589,3.573656846
2351,Second Semester Arabic,Languages and Cultures of Asia - Languages,LCA LANG,589,3.573656846
2352,Second Semester Chinese,East Asian Languages and Literature,E ASIAN,797,3.631847134
2353,Second Semester French,French (French and Italian),FRENCH,2434,3.347899873
2354,Second Semester German,German,GERMAN,1559,3.509708738
2355,Second Semester Italian,Italian (French and Italian),ITALIAN,2131,3.442234848
2356,Second Semester Japanese,East Asian Languages and Literature,E ASIAN,902,3.423986486
2357,Second Semester Spanish,Spanish (Spanish and Portuguese),SPANISH,839,3.165066026
2358,Second Semester Swahili,African Languages and Literature,AFRICAN,197,3.468253968
2359,Second Year Swedish,Scandinavian Studies,SCAND ST,186,3.54076087
2360,Secured Transactions,Law,LAW,337,3.390334572
2361,Sedimentology and Stratigraphy,Geoscience,GEOSCI,159,3.243421053
2362,Select Maj Mod Brit/IrishPoets,ENGLISH,ENGLISH,88,3.172413793
2363,Select Topics-Pharmacy Prac,Pharmacy Practice,PHM PRAC,1607,3.840225564
2364,Selected Topics-Physiology,Physiology,PHYSIOL,1425,3.518413598
2365,Selected Topics-Poli Sci,Political Science,POLI SCI,1874,3.363266413
2366,Selected Topics:Afro-Am Lit,Afro-American Studies,AFROAMER,310,3.522260274
2367,Selected Topics:Afro-Am Lit,English,ENGL,310,3.522260274
2368,Selected Topics:Afro-Am Lit,ENGLISH,ENGLISH,310,3.522260274
2369,Semantics,Linguistics,LINGUIS,195,3.469072165
2370,Seminar,Agronomy,AGRONOMY,3941,3.958346787
2371,Seminar,Biological Systems Engineering,BSE,3941,3.958346787
2372,Seminar,Dairy Science,DY SCI,3941,3.958346787
2373,Seminar,Environmental Studies - Gaylord Nelson Institute,ENVIR ST,3941,3.958346787
2374,Seminar,Geography,GEOG,3941,3.958346787
2375,Seminar,Geological Engineering,G L E,3941,3.958346787
2376,Seminar,Horticulture,HORT,3941,3.958346787
2377,Seminar,Linguistics,LINGUIS,3941,3.958346787
2378,Seminar,Materials Science and Engineering,M S & E,3941,3.958346787
2379,Seminar,Medical Microbiology and Immunology,M M & I,3941,3.958346787
2380,Seminar,Microbiology,MICROBIO,3941,3.958346787
2381,Seminar,Molecular and Environmental Toxicology Center,M&ENVTOX,3941,3.958346787
2382,Seminar,Oncology,ONCOLOGY,3941,3.958346787
2383,Seminar,Physiology,PHYSIOL,3941,3.958346787
2384,Seminar,Plant Pathology,PL PATH,3941,3.958346787
2385,Seminar,Statistics,STAT,3941,3.958346787
2386,Seminar,WILDLIFE ECOLOGY,WL ECOL,3941,3.958346787
2387,Seminar & Journal Club,Pharmacology,PHMCOL-M,848,3.919126328
2388,Seminar in the Major,English,ENGL,486,3.519709544
2389,Seminar: Organizational Issues,Management and Human Resources,M H R,151,3.347972973
2390,Senior Seminar,Chemistry,CHEM,295,3.568027211
2391,Senior Seminar,Dance,DANCE,295,3.568027211
2392,Senior Seminar,Food Science,FOOD SCI,295,3.568027211
2393,Senior Seminar,Soil Science,SOIL SCI,295,3.568027211
2394,Serigraphy,Art Department,ART,276,3.70620438
2395,Seventeenth-Century Europe,History,HISTORY,459,3.281179138
2396,Seventh Semester Japanese,East Asian Languages and Literature,E ASIAN,232,3.39159292
2397,Shakespeare,English,ENGL,3313,3.362211982
2398,Shakespeare,ENGLISH,ENGLISH,3313,3.362211982
2399,Shakespearean Drama,English,ENGL,2176,2.945067789
2400,Shakespearean Drama,ENGLISH,ENGLISH,2176,2.945067789
2401,Shamanism,Folklore Program,FOLKLORE,587,3.603202847
2402,Shamanism,Religious Studies,RELIG ST,587,3.603202847
2403,Signals and Systems,Electrical and Computer Engineering,E C E,1361,3.056296296
2404,"Signals, Information & Comp",Electrical and Computer Engineering,E C E,1104,3.064940963
2405,Simulation Modeling & Analysis,Industrial and Systems Engineering,I SY E,282,3.441071429
2406,Simulation Modeling & Analysis,Operations and Technology Management,OTM,282,3.441071429
2407,Simulation Modeling Lab,Industrial and Systems Engineering,I SY E,861,3.450523865
2408,Simulatn&Probablstc Modelng,Industrial and Systems Engineering,I SY E,862,3.423255814
2409,"Slavery,Civil War&Recon1848-77",Afro-American Studies,AFROAMER,479,3.150462963
2410,"Slavery,Civil War&Recon1848-77",History,HISTORY,479,3.150462963
2411,Small Bus Mgmnt/Entrprshp,Management and Human Resources,M H R,628,3.584541063
2412,Soc Perspec-Life Course&Age,Sociology,SOC,254,3.486111111
2413,Soc Perspectives-Envir Studies,Environmental Studies - Gaylord Nelson Institute,ENVIR ST,1443,3.789215686
2414,Soc Work & Devel Disabilities,Social Work,SOC WORK,583,3.69806338
2415,"Soc-Int'l Dev, Envir&Sustain",Community and Environmental Sociology,C&E SOC,247,3.612970711
2416,"Soc-Int'l Dev, Envir&Sustain",Environmental Studies - Gaylord Nelson Institute,ENVIR ST,247,3.612970711
2417,"Soc-Int'l Dev, Envir&Sustain",Sociology,SOC,247,3.612970711
2418,Soc-Occupations&Professions,Sociology,SOC,135,3.397727273
2419,Soc-Shakespeares England,History,HISTORY,232,3.191542289
2420,Soc:Devlp Societies/3rd Wld,Community and Environmental Sociology,C&E SOC,284,3.446691176
2421,Soc:Devlp Societies/3rd Wld,Sociology,SOC,284,3.446691176
2422,Social Development,Psychology,PSYCH,176,3.176136364
2423,Social Stratification,Sociology,SOC,116,3.353982301
2424,Social Studies Topics in EAS,East Asian Area Studies,E A STDS,752,3.725584594
2425,Socially Just Consumption,Consumer Science,CNSR SCI,513,3.292563601
2426,Society&Health Care-Am Hist,History,HISTORY,263,3.279296875
2427,Society&Health Care-Am Hist,History of Science,HIST SCI,263,3.279296875
2428,Society&Health Care-Am Hist,Medical History and Bioethics,MED HIST,263,3.279296875
2429,Sociology of Agriculture,Community and Environmental Sociology,C&E SOC,145,3.524647887
2430,Sociology of Agriculture,Sociology,SOC,145,3.524647887
2431,Sociology of Education,Educational Policy Studies,ED POL,382,3.714854111
2432,Sociology of Education,Sociology,SOC,382,3.714854111
2433,Sociology of Law,Law,LAW,1035,3.209439528
2434,Sociology of Law,Legal Studies,LEGAL ST,1035,3.209439528
2435,Sociology of Law,Sociology,SOC,1035,3.209439528
2436,Sociology of Organizations,Sociology,SOC,179,3.176829268
2437,Software Engineering,Computer Sciences,COMP SCI,508,3.452475248
2438,Software Engineering,Electrical and Computer Engineering,E C E,508,3.452475248
2439,SoHE Career & Leadership Dev,Interdisciplinary Courses (SOHE),INTER-HE,128,3.375
2440,Soil Biology,Plant Pathology,PL PATH,231,3.526315789
2441,Soil Biology,Soil Science,SOIL SCI,231,3.526315789
2442,Soil Mechanics,Civil and Environmental Engineering,CIV ENGR,1348,2.875558867
2443,Soil Mechanics,Geological Engineering,G L E,1348,2.875558867
2444,Soil: Ecosystem & Resource,Environmental Studies - Gaylord Nelson Institute,ENVIR ST,845,3.14702381
2445,Soil: Ecosystem & Resource,Geography,GEOG,845,3.14702381
2446,Soil: Ecosystem & Resource,Soil Science,SOIL SCI,845,3.14702381
2447,Soils and Envrnmtl Quality,Environmental Studies - Gaylord Nelson Institute,ENVIR ST,236,3.420600858
2448,Soils and Envrnmtl Quality,Soil Science,SOIL SCI,236,3.420600858
2449,Solar Energy Technology,Chemical and Biological Engineering,CBE,356,3.126780627
2450,Solar Energy Technology,Mechanical Engineering,M E,356,3.126780627
2451,Solar System Astrophysics,Astronomy,ASTRON,84,3.080246914
2452,Solid State Power Conversn,Electrical and Computer Engineering,E C E,294,3.800699301
2453,Somatic Theory and Practices,Dance,DANCE,191,3.70923913
2454,Space&Place-A Geog Expernce,Geography,GEOG,169,3.636363636
2455,Spanish Am Theater & Drama,Spanish (Spanish and Portuguese),SPANISH,118,3.483050847
2456,Spanish Amer Civilization,Spanish (Spanish and Portuguese),SPANISH,467,3.551086957
2457,Spanish Civilization,Spanish (Spanish and Portuguese),SPANISH,574,3.607205624
2458,Spanish for Business,International Business,INTL BUS,140,3.702898551
2459,Spanish for Business,Spanish (Spanish and Portuguese),SPANISH,140,3.702898551
2460,Spanish for Spanish Speaker,Spanish (Spanish and Portuguese),SPANISH,59,3.228070175
2461,Spanish Phonetics,Spanish (Spanish and Portuguese),SPANISH,2321,3.456474664
2462,Spec Topics in ChE,Chemical and Biological Engineering,CBE,729,3.739010989
2463,Spec Topics in Metaphysics,Philosophy,PHILOS,134,3.253968254
2464,Spec Topics in Poli Sci,Political Science,POLI SCI,155,3.302631579
2465,Spec Topics Industrial Engr,Industrial and Systems Engineering,I SY E,874,3.821387283
2466,Spec Topics-Hist of Science,History of Science,HIST SCI,220,3.545673077
2467,Spec Topics-Women & Health,Gender and Women’s Studies,GEN&WS,928,3.687707641
2468,Spec Topics:Philos-Freshmen,Philosophy,PHILOS,558,3.575949367
2469,Spec Tops in Ger & World Lit/s,German,GERMAN,74,3.547945205
2470,Spec Tops in Ger & World Lit/s,Literature in Translation,LITTRANS,74,3.547945205
2471,Spec Tpcs:Media & Cultural St,Communication Arts,COM ARTS,260,3.412790698
2472,Special Problems,Agricultural and Applied Economics,A A E,1257,3.92398374
2473,Special Problems,Agroecology,AGROECOL,1257,3.92398374
2474,Special Problems,Agronomy,AGRONOMY,1257,3.92398374
2475,Special Problems,ANIMAL HEALTH AND BIOMEDICAL SCIENCES,AHABS,1257,3.92398374
2476,Special Problems,Animal Sciences,AN SCI,1257,3.92398374
2477,Special Problems,Biochemistry,BIOCHEM,1257,3.92398374
2478,Special Problems,Biological Systems Engineering,BSE,1257,3.92398374
2479,Special Problems,Chemical and Biological Engineering,CBE,1257,3.92398374
2480,Special Problems,Community and Environmental Sociology,C&E SOC,1257,3.92398374
2481,Special Problems,Dairy Science,DY SCI,1257,3.92398374
2482,Special Problems,Entomology,ENTOM,1257,3.92398374
2483,Special Problems,Food Science,FOOD SCI,1257,3.92398374
2484,Special Problems,Forest and Wildlife Ecology,F&W ECOL,1257,3.92398374
2485,Special Problems,Genetics,GENETICS,1257,3.92398374
2486,Special Problems,Horticulture,HORT,1257,3.92398374
2487,Special Problems,Life Sciences Communication,LSC,1257,3.92398374
2488,Special Problems,Medicine,MEDICINE,1257,3.92398374
2489,Special Problems,Microbiology,MICROBIO,1257,3.92398374
2490,Special Problems,Molecular and Environmental Toxicology Center,M&ENVTOX,1257,3.92398374
2491,Special Problems,Nutritional Sciences,NUTR SCI,1257,3.92398374
2492,Special Problems,Plant Pathology,PL PATH,1257,3.92398374
2493,Special Problems,Soil Science,SOIL SCI,1257,3.92398374
2494,Special Problems,WILDLIFE ECOLOGY,WL ECOL,1257,3.92398374
2495,Special Topics,African Languages and Literature,AFRICAN,35837,3.780575012
2496,Special Topics,Agricultural and Applied Economics,A A E,35837,3.780575012
2497,Special Topics,Agronomy,AGRONOMY,35837,3.780575012
2498,Special Topics,ANIMAL HEALTH AND BIOMEDICAL SCIENCES,AHABS,35837,3.780575012
2499,Special Topics,Animal Sciences,AN SCI,35837,3.780575012
2500,Special Topics,Art Department,ART,35837,3.780575012
2501,Special Topics,Asian American Studies,ASIAN AM,35837,3.780575012
2502,Special Topics,Biochemistry,BIOCHEM,35837,3.780575012
2503,Special Topics,Biological Systems Engineering,BSE,35837,3.780575012
2504,Special Topics,Biology,BIOLOGY,35837,3.780575012
2505,Special Topics,Botany,BOTANY,35837,3.780575012
2506,Special Topics,Civil Society and Community Studies,CSCS,35837,3.780575012
2507,Special Topics,Community and Environmental Sociology,C&E SOC,35837,3.780575012
2508,Special Topics,Comparative Biosciences,COMP BIO,35837,3.780575012
2509,Special Topics,Consumer Science,CNSR SCI,35837,3.780575012
2510,Special Topics,Dairy Science,DY SCI,35837,3.780575012
2511,Special Topics,Design Studies,DS,35837,3.780575012
2512,Special Topics,Entomology,ENTOM,35837,3.780575012
2513,Special Topics,Food Science,FOOD SCI,35837,3.780575012
2514,Special Topics,Forest and Wildlife Ecology,F&W ECOL,35837,3.780575012
2515,Special Topics,Genetics,GENETICS,35837,3.780575012
2516,Special Topics,Horticulture,HORT,35837,3.780575012
2517,Special Topics,Human Development and Family Studies,HDFS,35837,3.780575012
2518,Special Topics,Integrated Science,INTEGSCI,35837,3.780575012
2519,Special Topics,Interdisciplinary Courses (CALS),INTER-AG,35837,3.780575012
2520,Special Topics,Interdisciplinary Courses (SOHE),INTER-HE,35837,3.780575012
2521,Special Topics,Landscape Architecture,LAND ARC,35837,3.780575012
2522,Special Topics,Life Sciences Communication,LSC,35837,3.780575012
2523,Special Topics,Medical Sciences - Veterinary Medicine,MED SC-V,35837,3.780575012
2524,Special Topics,Microbiology,MICROBIO,35837,3.780575012
2525,Special Topics,Neuroscience Training Program,NTP,35837,3.780575012
2526,Special Topics,Nutritional Sciences,NUTR SCI,35837,3.780575012
2527,Special Topics,Obstetrics and Gynecology,OBS&GYN,35837,3.780575012
2528,Special Topics,Patho-Biological Sciences,PATH-BIO,35837,3.780575012
2529,Special Topics,Plant Pathology,PL PATH,35837,3.780575012
2530,Special Topics,Population Health Sciences,POP HLTH,35837,3.780575012
2531,Special Topics,Rehabilitation Psychology and Special Education,RP & SE,35837,3.780575012
2532,Special Topics,Scandinavian Studies,SCAND ST,35837,3.780575012
2533,Special Topics,Slavic (Slavic Languages),SLAVIC,35837,3.780575012
2534,Special Topics,Sociology,SOC,35837,3.780575012
2535,Special Topics,Soil Science,SOIL SCI,35837,3.780575012
2536,Special Topics,Surgical Sciences,SURG SCI,35837,3.780575012
2537,Special Topics,Therapeutic Science (Department of Kinesiology),THER SCI,35837,3.780575012
2538,Special Topics,WILDLIFE ECOLOGY,WL ECOL,35837,3.780575012
2539,Special Topics in E P D,Engineering Professional Development,E P D,1587,3.805537874
2540,Special Topics in Geography,Geography,GEOG,343,3.47439759
2541,Special Topics in ILS,Integrated Liberal Studies,ILS,1134,3.566666667
2542,Special Topics in Nursing,Collaborative Nursing Program,CNP,405,3.480148883
2543,Special Topics in Physics,Physics,PHYSICS,348,3.711764706
2544,Special Topics-Biomed Engr,Biomedical Engineering,B M E,515,3.753451677
2545,Special Topics: Engr Mech,Engineering Mechanics and Astronautics,E M A,266,3.498039216
2546,Specl Topics-Theatre&Drama,Theatre and Drama,THEATRE,930,3.811135371
2547,Speech & Lang Functs-Brain,Communication Sciences and Disorders,CS&D,629,3.693910256
2548,"Speech Acoustics,Perception",Communication Sciences and Disorders,CS&D,973,3.721134021
2549,Speech Science,Communication Sciences and Disorders,CS&D,1705,3.1873165
2550,"Sport, Rec., & Society in U.S.",History,HISTORY,316,3.233221477
2551,Sports Media,Communication Arts,COM ARTS,153,2.89869281
2552,Stat Expermntl Design,Mechanical Engineering,M E,414,3.341849148
2553,Stat Expermntl Design,Statistics,STAT,414,3.341849148
2554,Stat Expermntl Design-Engrs,Mechanical Engineering,M E,440,3.506880734
2555,Stat Expermntl Design-Engrs,Statistics,STAT,440,3.506880734
2556,Stat Meth for Bioscience I,Forest and Wildlife Ecology,F&W ECOL,1539,3.49439314
2557,Stat Meth for Bioscience I,Horticulture,HORT,1539,3.49439314
2558,Stat Meth for Bioscience I,Statistics,STAT,1539,3.49439314
2559,Stat Meth for Bioscience II,Forest and Wildlife Ecology,F&W ECOL,808,3.498096447
2560,Stat Meth for Bioscience II,Horticulture,HORT,808,3.498096447
2561,Stat Meth for Bioscience II,Statistics,STAT,808,3.498096447
2562,Statics,Engineering Mechanics and Astronautics,E M A,6764,2.62864977
2563,Stats for Sociologists I,Community and Environmental Sociology,C&E SOC,2066,3.022205954
2564,Stats for Sociologists I,Sociology,SOC,2066,3.022205954
2565,Stats for Sociologists III,Sociology,SOC,374,3.450953678
2566,Stats:Measrmnt in Economics,Economics,ECON,3995,2.972347914
2567,Steel Structures I,Civil and Environmental Engineering,CIV ENGR,460,2.955240175
2568,Stellar Astrophysics,Astronomy,ASTRON,276,3.064575646
2569,Strategic Plan-Nonprofit Orgs,Civil Society and Community Studies,CSCS,322,3.691588785
2570,Strategic Plan-Nonprofit Orgs,Interdisciplinary Courses (SOHE),INTER-HE,322,3.691588785
2571,Struct Design-Ag Facilities,Biological Systems Engineering,BSE,116,3.021929825
2572,Struct&Property Rels-Solids,Materials Science and Engineering,M S & E,512,3.03960396
2573,Structural Analysis I,Civil and Environmental Engineering,CIV ENGR,1204,3.139398998
2574,Structural Analysis II,Civil and Environmental Engineering,CIV ENGR,207,3.246376812
2575,Structural Geology,Geological Engineering,G L E,348,2.989884393
2576,Structural Geology,Geoscience,GEOSCI,348,2.989884393
2577,Structure of English,English,ENGL,766,3.435695538
2578,Structure of English,ENGLISH,ENGLISH,766,3.435695538
2579,Structure of Modern Spanish,Spanish (Spanish and Portuguese),SPANISH,155,3.447712418
2580,Studies in Criticism,ENGLISH,ENGLISH,192,3.518617021
2581,Studies in Narrative Lit,ENGLISH,ENGLISH,349,3.568047337
2582,Studies in Romantic Lit,ENGLISH,ENGLISH,141,3.235714286
2583,Survey Music-Baroque Era,Music,MUSIC,254,3.200819672
2584,Survey Music-Romantic Era,Music,MUSIC,253,3.435222672
2585,Survey of Botany,Botany,BOTANY,1043,3.354266539
2586,Survey of Contemporary Media,Communication Arts,COM ARTS,1797,3.007860752
2587,Survey of Early Hispanic Lit,Spanish (Spanish and Portuguese),SPANISH,1102,3.450729927
2588,Survey of Horticulture,Horticulture,HORT,854,3.234939759
2589,Survey of Indonesian Cultures,Languages and Cultures of Asia,LCA,69,3.333333333
2590,Survey of Land Arch Design,Landscape Architecture,LAND ARC,1542,3.290245566
2591,Survey of Modern Spanish Lit,Spanish (Spanish and Portuguese),SPANISH,1016,3.467885375
2592,Survey of Oceanography,Atmospheric and Oceanic Sciences,ATM OCN,1062,3.136583012
2593,Survey of Oceanography,Geoscience,GEOSCI,1062,3.136583012
2594,Survey of Pharmacology,Pharmaceutical Sciences,PHM SCI,2361,3.388322718
2595,Survey of Sociology,Community and Environmental Sociology,C&E SOC,2935,3.292565947
2596,Survey of Sociology,Sociology,SOC,2935,3.292565947
2597,Survey of Spanish American Lit,Spanish (Spanish and Portuguese),SPANISH,1152,3.534873583
2598,Survey of Tibetan Buddhism,Languages and Cultures of Asia,LCA,231,3.752314815
2599,Survey of Tibetan Buddhism,Religious Studies,RELIG ST,231,3.752314815
2600,Survey-Chinese Lit in Trans,Literature in Translation,LITTRANS,197,3.56185567
2601,Survey-Chinese Literature,East Asian Languages and Literature,E ASIAN,309,3.607843137
2602,Survey-Hist Western Music,Music,MUSIC,1006,3.208841463
2603,Survey-Internatl Economics,Economics,ECON,296,3.054794521
2604,Survey-Japanese Lit in Tran,Literature in Translation,LITTRANS,126,3.128099174
2605,Survey-Japanese Literature,East Asian Languages and Literature,E ASIAN,360,3.327731092
2606,Survey-N Amer Indian Languages,American Indian Studies,AMER IND,222,3.758064516
2607,Survey-N Amer Indian Languages,Linguistics,LINGUIS,222,3.758064516
2608,Survey-Photogrphy:1839-1989,Art History,ART HIST,571,3.036489152
2609,Sustainabl Residntl Constructn,Biological Systems Engineering,BSE,267,3.363636364
